"response.keys" "response.rt" "is_valid" "participant" "dominant_hand" "age" "gender" "target_x" "target_y" "hand_x" "movement_y"
"925" "right" 0.547 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"926" "left" 0.797 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"927" "left" 0.528 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"928" "left" 0.47 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"929" "right" 1.697 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"930" "down" 0.447 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"931" "right" 0.466 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"932" "left" 0.818 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"933" "right" 0.411 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"934" "left" 0.438 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"935" "right" 0.494 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"936" "up" 0.503 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"937" "up" 0.501 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"938" "left" 0.529 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"939" "up" 0.369 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"940" "down" 0.349 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"941" "up" 0.419 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"942" "right" 0.381 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"943" "right" 0.367 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"944" "right" 0.365 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"945" "right" 0.57 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"946" "down" 0.482 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"947" "up" 0.43 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"948" "left" 0.408 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"949" "right" 0.331 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"950" "down" 0.585 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"951" "right" 0.425 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"952" "left" 0.516 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"953" "down" 0.332 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"954" "right" 0.381 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"955" "down" 0.415 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"956" "down" 0.518 "none" 1 "r" 22 "m" 0.5 -0.25 -0.5 0.25
"957" "right" 0.714 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"958" "up" 0.471 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"959" "up" 0.582 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"960" "up" 0.535 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"961" "up" 0.968 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"962" "up" 0.549 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"963" "right" 0.366 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"964" "right" 0.473 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"965" "right" 0.685 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"966" "right" 0.651 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"967" "up" 0.665 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"968" "left" 0.529 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"969" "down" 0.413 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"970" "up" 0.597 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"971" "right" 0.335 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"972" "down" 0.417 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"973" "down" 0.367 "none" 1 "r" 22 "m" 0.5 -0.25 -0.5 0.25
"974" "left" 0.552 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"975" "up" 0.414 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"976" "left" 0.484 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"977" "up" 0.35 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"978" "up" 0.397 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"979" "down" 0.468 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"980" "up" 0.485 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"981" "down" 0.471 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"982" "right" 0.405 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"983" "left" 0.371 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"984" "right" 0.349 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"985" "up" 0.57 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"986" "up" 0.893 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"987" "right" 0.43 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"988" "up" 0.603 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"989" "left" 0.471 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"990" "left" 0.532 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"991" "down" 0.35 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"992" "down" 1.198 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"993" "up" 0.697 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"994" "right" 0.512 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"995" "right" 0.333 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"996" "left" 0.488 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"997" "left" 0.649 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"998" "up" 1.199 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"999" "right" 0.396 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1000" "up" 0.369 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1001" "left" 0.345 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1002" "up" 0.331 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1003" "right" 0.372 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"1004" "up" 0.347 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1005" "right" 0.398 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"1006" "left" 1.02 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1007" "down" 0.435 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"1008" "down" 0.281 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1009" "down" 0.336 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1010" "down" 0.362 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1011" "right" 0.383 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1012" "left" 0.517 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"1013" "left" 0.349 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1014" "down" 0.684 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"1015" "down" 0.416 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"1016" "left" 0.363 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"1017" "down" 0.333 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1018" "left" 0.546 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"1019" "left" 0.448 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"1020" "down" 0.332 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1021" "down" 0.497 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"1022" "up" 0.518 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1023" "up" 0.534 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"1024" "up" 0.499 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"1025" "left" 0.498 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"1026" "up" 0.401 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1027" "up" 0.419 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"1028" "down" 0.842 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1029" "up" 0.447 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"1030" "right" 0.429 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"1031" "down" 0.519 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1032" "right" 0.467 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"1033" "left" 0.465 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"1034" "right" 0.417 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1035" "up" 0.368 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1036" "down" 0.329 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1037" "left" 0.335 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1038" "down" 0.382 "none" 1 "r" 22 "m" 0.5 -0.25 -0.5 0.25
"1039" "right" 0.401 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"1040" "left" 0.447 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"1041" "left" 0.518 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"1042" "right" 0.345 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1043" "right" 0.364 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"1044" "down" 0.414 "none" 1 "r" 22 "m" 0.5 -0.25 -0.5 0.25
"1045" "left" 0.351 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1046" "left" 0.305 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1047" "left" 0.463 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"1048" "down" 0.554 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"1049" "up" 0.449 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1050" "down" 0.943 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1051" "down" 0.321 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1052" "down" 0.318 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1053" "right" 0.364 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1054" "left" 0.398 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1055" "up" 0.247 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"1056" "down" 0.52 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1057" "left" 0.446 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1058" "left" 0.343 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1059" "down" 0.311 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1060" "up" 0.534 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"1061" "down" 0.339 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1062" "right" 0.401 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"1063" "down" 0.349 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1064" "up" 0.331 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1065" "down" 0.352 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"1066" "up" 0.667 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"1067" "up" 0.582 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"1068" "right" 0.482 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"1069" "left" 0.467 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"1070" "left" 0.467 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1071" "down" 0.498 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"1072" "up" 0.548 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1073" "left" 0.413 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1074" "down" 0.42 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1075" "down" 0.518 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1076" "down" 0.435 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"1077" "left" 0.469 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"1078" "up" 0.385 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"1079" "left" 0.631 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"1080" "left" 0.37 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1081" "up" 0.469 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"1082" "right" 0.416 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"1083" "up" 0.313 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1084" "right" 0.472 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"1085" "right" 0.47 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1086" "up" 0.335 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1087" "down" 0.367 "none" 1 "r" 22 "m" 0.5 -0.25 -0.5 0.25
"1088" "left" 0.323 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1089" "left" 0.397 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1090" "left" 0.432 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1091" "right" 0.402 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"1092" "down" 0.419 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1093" "left" 0.483 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"1094" "up" 0.367 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1095" "down" 0.349 "none" 1 "r" 22 "m" 0.5 -0.25 -0.5 0.25
"1096" "left" 0.498 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"1097" "down" 0.319 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1098" "up" 0.449 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1099" "up" 0.348 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1100" "right" 0.42 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"1101" "down" 0.486 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1102" "down" 0.469 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1103" "down" 0.416 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1104" "right" 0.399 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1105" "down" 0.429 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1106" "right" 0.717 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"1107" "right" 0.487 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"1108" "up" 0.469 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1109" "left" 0.559 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1110" "right" 0.469 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1111" "left" 0.435 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1112" "down" 0.484 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"1113" "right" 0.446 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"1114" "up" 0.435 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1115" "right" 0.382 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"1116" "down" 0.346 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1117" "right" 0.403 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"1118" "right" 0.398 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1119" "down" 0.613 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1120" "up" 0.569 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"1121" "down" 0.996 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1122" "up" 0.416 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1123" "down" 0.785 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1124" "down" 0.621 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"1125" "right" 0.496 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1126" "left" 0.336 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1127" "right" 0.869 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1128" "down" 0.351 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1129" "left" 0.618 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"1130" "up" 0.335 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1131" "up" 0.423 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1132" "up" 0.274 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1133" "left" 0.519 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"1134" "up" 0.468 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"1135" "left" 0.3 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1136" "left" 0.383 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1137" "left" 0.417 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1138" "down" 0.284 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1139" "up" 0.397 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1140" "left" 0.296 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1141" "right" 0.336 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1142" "down" 0.319 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1143" "down" 0.585 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1144" "up" 0.383 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1145" "right" 0.482 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"1146" "left" 0.469 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"1147" "right" 0.396 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1148" "down" 0.4 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1149" "down" 0.39 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1150" "left" 0.535 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"1151" "up" 0.449 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"1152" "right" 0.351 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1153" "up" 0.518 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"1154" "down" 0.296 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1155" "up" 0.484 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"1156" "left" 0.435 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1157" "left" 0.594 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"1158" "left" 0.467 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"1159" "up" 0.424 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"1160" "down" 1.898 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1161" "right" 0.449 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"1162" "down" 0.362 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1163" "left" 0.339 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"1164" "right" 0.484 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"1165" "right" 0.379 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"1166" "right" 0.379 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1167" "left" 0.495 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1168" "left" 0.438 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"1169" "left" 0.403 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"1170" "right" 0.451 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1171" "left" 0.42 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1172" "left" 0.635 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1173" "down" 0.776 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1174" "up" 0.535 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"1175" "right" 0.471 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"1176" "left" 0.397 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"1177" "right" 0.395 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1178" "down" 0.568 "none" 1 "r" 22 "m" 0.5 -0.25 -0.5 0.25
"1179" "left" 0.367 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"1180" "right" 0.367 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1181" "down" 0.384 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"1182" "left" 0.346 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1183" "up" 0.446 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1184" "left" 0.449 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1185" "up" 0.485 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"1186" "right" 0.447 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"1187" "left" 0.599 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"1188" "right" 0.415 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1189" "up" 0.478 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"1190" "left" 0.432 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"1191" "up" 0.503 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"1192" "right" 0.401 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"1193" "up" 0.484 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"1194" "down" 0.382 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"1195" "right" 0.434 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"1196" "left" 0.435 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1197" "left" 0.448 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"1198" "left" 0.413 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"1199" "right" 0.715 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"1200" "left" 0.966 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
